artist_name,event_location,event_title,event_day,event_start_time,event_summary,source_url
Susan Williams,Arts Around Site,Daily Art Walk,Saturday,13:00,"SELF-GUIDED WALKS FRI/SAT/SUN 13.00 – 17.00  From the top of the Orchard to the House. Pick up a map at the Residency or as you start the walk. Last departure 16.15.  Leave time to return by 17.00  SIGNS AND SMALL WONDERS Nessie Ramm  Toadflax, woundwort, goat’s-beard, viper’s bugloss: these centuries-old plant names evoke the richness of this once wild land. But if you’re looking for our native wildflowers these days, then turn your attention to the roadside where you will find these plants from a lost bucolic era, now thriving on roundabouts, along slip-roads, around car parks and in litter-strewn lay-bys.  SUN TEA Georgina Barney × Buccleuch  In collaboration with David Cullum, Parks and Gardens Manager at Boughton House, Georgina brings refreshment to Greenbelters en route to The House. ‘Sun Tea‘ is brewed with the Estate’s honey, which contains traces of the flora the bees feed upon across the Estate. You are invited to enjoy the fine view with a hint of wilderness!  NINE PUDDLES: STORIES FOR YOUNG HUMANS John Newling  A brand-new artwork for Greenbelt 2024. Each puddle holds a differing combination of sticks, rocks, fossils and water. Each puddle invites connections and stories as to our relationship with the Earth we live on and how young we are in that. The water in every puddle is approximately four and half billion years old. It has been cycling through the histories of all living things for all that time; it holds countless stories, countless memories as it falls through the skies, through the soil, through us and through everything.  ÉCOUTE ET RÉPÈTE Tom Hackett  1,000 repeat cast jelly forms, hand-modelled from lost jelly shoes found by Lac De St Croix, France — as a meditation on repetition and authenticity in art.  First shown at the National Shoe Collection, Northampton.  Funded by Arts Council England  MOMENTUM Susan Williams  Assembled in the garden of one of the shoe ‘Barons’ of Kettering (a town historically rooted in the shoe industry) from shoes donated by the people of Kettering and Greenbelt volunteers. The work reflects the history of the house, the town, the local people and the event. Diverse in character and heavy with personal references, the shoes fit the space and move together as one, reminiscent of marches for justice.  In the event of heavy rain, Susan will provide an alternative.",https://www.greenbelt.org.uk/artists/susan-williams/?back=1
Susan Williams,Arts Around Site,Daily Art Walk,Sunday,13:00,"SELF-GUIDED WALKS FRI/SAT/SUN 13.00 – 17.00  From the top of the Orchard to the House. Pick up a map at the Residency or as you start the walk. Last departure 16.15.  Leave time to return by 17.00  SIGNS AND SMALL WONDERS Nessie Ramm  Toadflax, woundwort, goat’s-beard, viper’s bugloss: these centuries-old plant names evoke the richness of this once wild land. But if you’re looking for our native wildflowers these days, then turn your attention to the roadside where you will find these plants from a lost bucolic era, now thriving on roundabouts, along slip-roads, around car parks and in litter-strewn lay-bys.  SUN TEA Georgina Barney × Buccleuch  In collaboration with David Cullum, Parks and Gardens Manager at Boughton House, Georgina brings refreshment to Greenbelters en route to The House. ‘Sun Tea‘ is brewed with the Estate’s honey, which contains traces of the flora the bees feed upon across the Estate. You are invited to enjoy the fine view with a hint of wilderness!  NINE PUDDLES: STORIES FOR YOUNG HUMANS John Newling  A brand-new artwork for Greenbelt 2024. Each puddle holds a differing combination of sticks, rocks, fossils and water. Each puddle invites connections and stories as to our relationship with the Earth we live on and how young we are in that. The water in every puddle is approximately four and half billion years old. It has been cycling through the histories of all living things for all that time; it holds countless stories, countless memories as it falls through the skies, through the soil, through us and through everything.  ÉCOUTE ET RÉPÈTE Tom Hackett  1,000 repeat cast jelly forms, hand-modelled from lost jelly shoes found by Lac De St Croix, France — as a meditation on repetition and authenticity in art.  First shown at the National Shoe Collection, Northampton.  Funded by Arts Council England  MOMENTUM Susan Williams  Assembled in the garden of one of the shoe ‘Barons’ of Kettering (a town historically rooted in the shoe industry) from shoes donated by the people of Kettering and Greenbelt volunteers. The work reflects the history of the house, the town, the local people and the event. Diverse in character and heavy with personal references, the shoes fit the space and move together as one, reminiscent of marches for justice.  In the event of heavy rain, Susan will provide an alternative.",https://www.greenbelt.org.uk/artists/susan-williams/?back=1
Sughra Ahmed,Pagoda,Let’s get High! Psychedelics and God,Friday,15:30,"Once cast out, psychedelics are returning as treatments for depression, addiction, and PTSD, with research expanding to other health conditions, including Alzheimer's. Participants in research trials often report numinous, mystical experiences. Is God in the mix?   A mind-altering panel of experts share their wisdom and experience. With Ligare's Hunt Priest, clinical psychologist Ros Watts, social entrepreneur and consultant Sughra Ahmed and Director of the British Pilgrimage Trust, Guy Hayward.",https://www.greenbelt.org.uk/artists/sughra-ahmed-2/?back=1
Sue Wallace,Shelter,Whatever Happened to Alternative Worship?,Friday,15:30,"30 years ago it seemed the renewal of the church was going to come from a growing movement of small groups experimenting with creativity in worship, incorporating technology, art and contemporary music. Greenbelt played an important role in the nurturing of this movement. So what happened?  With Martin Poole (Beyond Church), Jonny Baker (GRACE), Jorella Andrews (VAUX) Sue Wallace (Visions) and Doug Gay (The Late Late Service).",https://www.greenbelt.org.uk/artists/sue-wallace/?back=1
Street Child United,No Fly Zone,I Am Somebody,Saturday,20:00,"The inspiring story of street-connected teams of children who are chosen to represent their country at the Street Child World Cup in Qatar. From the streets of Brazil and Bangladesh, poor families in Pakistan and refugee camps in Palestine – all their lives are changed forever as they participate.",https://www.greenbelt.org.uk/artists/street-child-united/?back=1
Studio Aindow,Workshop,Hand Embroidery Mural,Friday,10:00,Experiment with thread to create a hand embroidered mural of Greenbelt. Award winning hand embroiderer Naomi Aindow-Clark will demonstrate embroidery techniques in this collaborative workshop for all abilities.,https://www.greenbelt.org.uk/artists/naomi-aindow-clark/?back=1
Studio Aindow,Workshop,Hand Embroidery Mural,Friday,13:30,Experiment with thread to create a hand embroidered mural of Greenbelt. Award winning hand embroiderer Naomi Aindow-Clark will demonstrate embroidery techniques in this collaborative workshop for all abilities.,https://www.greenbelt.org.uk/artists/naomi-aindow-clark/?back=1
Studio Aindow,Workshop,Hand Embroidery Mural,Saturday,10:00,Experiment with thread to create a hand embroidered mural of Greenbelt. Award winning hand embroiderer Naomi Aindow-Clark will demonstrate embroidery techniques in this collaborative workshop for all abilities.,https://www.greenbelt.org.uk/artists/naomi-aindow-clark/?back=1
Studio Aindow,Workshop,Hand Embroidery Mural,Saturday,13:30,Experiment with thread to create a hand embroidered mural of Greenbelt. Award winning hand embroiderer Naomi Aindow-Clark will demonstrate embroidery techniques in this collaborative workshop for all abilities.,https://www.greenbelt.org.uk/artists/naomi-aindow-clark/?back=1
Studio Aindow,Workshop,Hand Embroidery Mural,Sunday,11:30,Experiment with thread to create a hand embroidered mural of Greenbelt. Award winning hand embroiderer Naomi Aindow-Clark will demonstrate embroidery techniques in this collaborative workshop for all abilities.,https://www.greenbelt.org.uk/artists/naomi-aindow-clark/?back=1
Studio Aindow,Workshop,Hand Embroidery Mural,Sunday,15:00,Experiment with thread to create a hand embroidered mural of Greenbelt. Award winning hand embroiderer Naomi Aindow-Clark will demonstrate embroidery techniques in this collaborative workshop for all abilities.,https://www.greenbelt.org.uk/artists/naomi-aindow-clark/?back=1
Student Christian Movement,Hope & Anchor,SCM Young Voices,Friday,11:30,"What can we learn from Generation Z? Bite-sized talks and discussions on the topics the next generation of speakers are passionate about, kick-starting conversations that are important for everyone to join.   In this session we will look at:  Jem Parker - Building Community with queerness and monasticism  Moll Creaser-Ogden - Autism and Doubt: what if Thomas wasn’t a ‘faithless’ disciple?  Reuben Jenkins - Art, Christ and Ecology",https://www.greenbelt.org.uk/artists/scm/?back=1
Student Christian Movement,No Fly Zone,Solidarity Not Charity In The Age Of Nakba,Friday,20:00,"From the demos to the University encampments, young adults are leading the way in rethinking action for Palestine. Join a panel of young adult Christians as we dream about where this activism goes next.  With William Gibson from the Student Christian Movement, Georgia Mifsud from University of Amsterdam and Bella Cross from Christian Aid.",https://www.greenbelt.org.uk/artists/scm/?back=1
Student Christian Movement,Hope & Anchor,SCM Young Voices,Saturday,11:30,"What can we learn from Generation Z? Bite sized talks and discussions on the topics the next generation of speakers are passionate about, kick-starting conversations that are important for everyone to join.   In this session we will look at:  Niamh Hardman - Discipleship across generations  Roux Davies - The soul, sexuality and gender identities  Lou Dover - Why I won’t give up hope in the Church",https://www.greenbelt.org.uk/artists/scm/?back=1
Student Christian Movement,Jesus Arms,Student Meet Up,Saturday,17:00,"A great opportunity to meet with other students and freshers in an informal environment to chat all things faith, uni, and SCM. Feel free to stop by and join us - look out for the SCM flag!",https://www.greenbelt.org.uk/artists/scm/?back=1
Steve Chalke,Living Room,"If You’re Not At The Table, You’re On The Menu",Saturday,12:30,"Many of our government-funded systems are failing the most vulnerable and disadvantaged.  At the same time, we are side-lining our greatest asset; local people. We have a stark choice – to keep pouring money into policies we know aren’t working, or to invest in new and better ways that really improve people’s lives. We need a radical reset: one that empowers local charities, grassroots movements and faith groups, in a more imaginative, less bureaucratic, more collaborative approach to community development. A Manifesto for Hope sets out ten tried-and-tested practical principles for how to develop joined-up, cost-effective, community-empowering work, each gleaned form the hard-won experience that has sat at the heart of Steve Chalke’s work over the last four decades. It culminates in a call for a new social covenant, one that will transform the life chances of countless young people and families.  It’s time to reimagine. Lets explore practical ways that bring us off the menu and at the table.  Steve and Julie bring tons of experience, expertise, wisdom and common sense to community engagement – come and learn, share and get inspired  as we think together of new ways of being community.",https://www.greenbelt.org.uk/artists/steve-chalke/?back=1
Stornoway,Glade,Stornoway,Sunday,15:15,"How many bands can count an ornithologist and a Russian translator in their ranks? Folk-inflected jangle-pop: a pinch of XTC, a shaving of Decemberists, and a light marinade of Beach Boys in their adventurous (but never pretentious) harmonisations.",https://www.greenbelt.org.uk/artists/stornoway/?back=1
Stephen Oram,Engine,AI and You,Friday,11:00,"An interactive session to discover, discuss and design your future. Explore the role of AI now and its future potential, both the good possibilities and the bad. Could AI help you in your exams?  Or to be healthier? Could it reduce the energy we use? Could it replace your teacher? Or even the police?",https://www.greenbelt.org.uk/artists/stephen-oram/?back=1
Stef Benstead,Living Room,Just Worship,Friday,12:30,"Join author Stef Benstead for the launch of her new book, in which she asks: what is God like, and how do we live lives that reflect God's character? Passionate about social justice and God's love for the poor, Stef researches and writes on disability, sickness policy and the welfare state.",https://www.greenbelt.org.uk/artists/stef-benstead/?back=1
Spare Room Arts,Make & Create,The Big Make,Saturday,10:00,"Let’s make a giant piece of art together to be displayed, paraded and possibly even worn by the good folk of Greenbelt. And you get to make it! Come and join us on Saturday and Sunday for two full days of creativity.",https://www.greenbelt.org.uk/artists/spare-room-arts/?back=1
Spare Room Arts,Make & Create,The Big Make,Sunday,11:30,"Let’s make a giant piece of art together to be displayed, paraded and possibly even worn by the good folk of Greenbelt. And you get to make it! Come and join us on Saturday and Sunday for two full days of creativity.",https://www.greenbelt.org.uk/artists/spare-room-arts/?back=1
Sophie Grace Chappell,Pagoda,Transfigured,Friday,17:00,Sophie Grace Chappell (as far as she knows the UK’s first openly transgender Christian philosophy professor) has literally written the book on what it’s like to be trans as you face multiple hostile-looking social worlds.,https://www.greenbelt.org.uk/artists/sophie-grace-chappell/?back=1
Sophie Grace Chappell,Hope & Anchor,God Help Us With Gender Constructs,Sunday,15:00,"The debate surrounding trans and gender-nonconforming people seems to be at its most polarised. Can we create a space that is both safe but brave? This is a GFC*.  *Good Faith Conversations (GFCs) are interactive sessions that grapple with the contradictions inside our heads as well as between people with different opinions and experiences. They’re not about everyone agreeing, but practicing vulnerable story sharing and non-defensive listening. The topics are sticky ones – so be careful of your own triggers and ask for help if you need to. By the end of the conversation, we hope you’ll feel more at peace in your own story and spirituality, and maybe more connected to one another.",https://www.greenbelt.org.uk/artists/sophie-grace-chappell/?back=1
Soul Sanctuary Gospel Choir,Glade,The Power of a Dream,Sunday,12:00,"Joyous and uplifting music from the Soul Sanctuary Gospel Choir, paired with inspiring pop art by the nun and activist Sister Corita Kent. Hosted by Ayla Lepine, Associate Rector of St James’s Piccadilly.",https://www.greenbelt.org.uk/artists/the-soul-sanctuary-gospel-choir/?back=1
Sohan Kailey,Ta Dah!,Let’s Go Bhangra Tots,Saturday,10:00,"Wiggle, giggle and dance along with Sohan Kailey’s easy to follow steps. Dig the soil, plant the seeds and pull out the veggies in this family fun Bhangra dance workshop for little ones with their grown-ups.",https://www.greenbelt.org.uk/artists/sohan-kailey-2/?back=1
Sohan Kailey,Village Hall,Bollywood Heat & Bhangra Dance Party,Saturday,13:30,Join renowned dance artist Sohan Kailey to learn the best of both Bhangra and Bollywood moves and grooves! Get ready to gyrate those hips and shake those shoulders in this party-style dance workshop for adults.,https://www.greenbelt.org.uk/artists/sohan-kailey-2/?back=1
Sohan Kailey,Engine,Bhangra Freestyle Dance,Saturday,16:00,Time to step into the Bhangra groove with international dance artist Sohan Kailey! A funky mix of Bhangra dance moves with Freestyle – dance along to vibrant music and pulsating beats.,https://www.greenbelt.org.uk/artists/sohan-kailey-2/?back=1
"Smashed, presented by Gandini Juggling",Playhouse,Smashed,Sunday,15:30,"Traditional juggling meets contemporary circus alongside 100 apples and a troupe of masterful performers who create cinematic scenes exploring conflict, tense relationships, lost love, and afternoon tea.",https://www.greenbelt.org.uk/artists/smashed/?back=1
"Smashed, presented by Gandini Juggling",Playhouse,Smashed,Sunday,17:30,"Traditional juggling meets contemporary circus alongside 100 apples and a troupe of masterful performers who create cinematic scenes exploring conflict, tense relationships, lost love, and afternoon tea.",https://www.greenbelt.org.uk/artists/smashed/?back=1
SK Shlomo,Canopy,SK Shlomo,Sunday,19:00,"Described by The Times as a “one-person music festival”, non-binary beatboxing star SK SHLOMO is a former World Looping Champion, has collaborated with Björk, Ed Sheeran, and Gorillaz, and rocked festival stages from Greenbelt to Glastonbury.",https://www.greenbelt.org.uk/artists/shlomo/?back=1
SK Shlomo,Hot House,DJ Set,Sunday,22:30,"Greenbelt siblings Liza B and BAKER will have you dancing into the small hours. Recently warming up for Judge Jules, Liza B plays a fusion of killer House and D&B, while master technician BAKER mixes four decks at a time with banging Garage, Jungle and DnB. On Sunday, their special guest DJ is none-other than international beatbox star and former world looping champion,  SK Shlomo, with a party disco set  to bring the house down.",https://www.greenbelt.org.uk/artists/shlomo/?back=1
SK Shlomo,Ta Dah!,SK Shlomo’s BeatBox Adventure for Kids,Sunday,14:30,"SK Shlomo (they/them) is a world record-breaking beatboxer who makes all kinds of music using just their mouth and a mic and now they’re here at Greebelt with their 5-star sell-out show. Join this sonic superhero and become one of their sidekicks in a world of funny sounds, brilliant noises and cool music.",https://www.greenbelt.org.uk/artists/shlomo/?back=1
Siskin Green,Glade,Communion: Dreaming of Home,Sunday,10:00,"GATHER FROM 09.00. SERVICE STARTS AT 10.00.  If you were forced to flee your home, what would you take with you? Photographs for memories? Documents for identity? Food for sustenance?  Almost certainly you would carry with you the hope of a future home where we can all break bread together in peace.  We all dream of home — a place where we can live in peace; where we can make bread, and eat it, and share it with those we love. Many of us have homes that give us at least some of this — though home can also be a fraught place, where the sadness of the world is literally brought home to us. And for others, home is a distant dream.  This year, tens of thousands of people living in Gaza have been forced to leave their homes. Many times over. We stand with them, and with those peace-loving people in Israel who want to create a homeland they can share. We gather this year with hearts wrung out by the conflict in the Middle East.  Because of this, our Act of Communion will have a simple, stripped-down feel. We will meet like those who are still searching for a safe home. More than ever, it will be an act of participation, something we make together.  Daoud Nassar will be with us and we will break bread with the those at theTent of Nations, his family farm outside Bethlehem where their ancestral land is under threat. Bethlehem was the birthplace of Jesus. The name means ‘House of Bread’. And bread will be at the centre of our meeting.  Sometimes we make our homes very small. Sometimes we focus on home as a place of protection instead of hospitality. Jesus didn’t promise his followers a secure home at all — quite the opposite. In fact, he said: ‘Foxes have dens and birds have nests, but the Son of Man has nowhere to lay his head.’  What Jesus did offer was bread for today, and a vision of a heavenly home. As we share our physical homes, we work to shape the home of ourdreams: a community that will give human relationships the sturdiness that earth alone does not provide.  Our Act of Communion will be hosted by Isaac Borquaye, better known as Guvna B. Music will come from Siskin Green, a contemporary Scottish folk trio, who draw on themes of faith, feminism and justice. It will also feature Cyr wheel with Ariel Dempsey and a song from Flamy Grant.",https://www.greenbelt.org.uk/artists/siskin-green/?back=1
Siskin Green,Canopy,Siskin Green,Sunday,12:45,"A contemporary Scottish folk trio drawing on themes of faith, feminism and justice, Siskin Green weave close harmony singing with evocative folk instrumentation in a sound that moves between earthy and ethereal, combining their own fiery protest songs with re-imagined hymns.",https://www.greenbelt.org.uk/artists/siskin-green/?back=1
Simon Sharpe,Hot House,The Climate Battle,Friday,09:30,"While the world’s most powerful countries compete militarily and industrially, can they work together to win the climate fight? Do they even need to, asks Simon Sharpe, Director of Economics for the UN Climate Champions.",https://www.greenbelt.org.uk/artists/simon-sharpe/?back=1
Simon Sharpe,Hot House,Pulling the Levers,Friday,17:00,"How do we address the climate emergency? What are the essential levers for change? What are our points of influence? From Politics to Finance, Diplomacy to Activism, Campaigning to Comedy and so much more – a panel of comedians, activists and policy-makers talk about their 'theories of change' to inspire us to think about what leverage we might have.  Chaired by the Pickwell Foundation's Rich Elliott",https://www.greenbelt.org.uk/artists/simon-sharpe/?back=1
Simon Howard,Fringe,Simon Howard,Friday,18:00,"Contemporary Country artist Simon Howard currently based in London tells heartfelt stories through his effortlessly passionate vocals. After spending a secluded summer writing in Texas, Howard returned home to begin performing regularly bringing an upbeat and modern twist to Country.",https://www.greenbelt.org.uk/artists/simon-howard/?back=1
Shona Minson,Pagoda,Criminal (In)Justice 101,Friday,12:30,"The criminalisation of activities and people impacts every part of society – with poverty, exclusion, healthcare, education, and every form of ‘othering’ linking directly to the criminal justice system. Hosted by Dr Shona Minson, a BBC New Generation Thinker, Oxford activist academic, criminologist and former lawyer, this panel explores some of the most unjust things happening in the name of justice in the UK.",https://www.greenbelt.org.uk/artists/shona-minson/?back=1
Sheena Cruse,Workshop,Observational Drawing,Saturday,10:00,"Drop in and try out drawing what you see using a still life created from found objects. Use form, shape, tone, space, texture, the fall of light and the cast of shadows, try out various materials.",https://www.greenbelt.org.uk/artists/sheena-cruse/?back=1
Sheena Cruse,Studio,Life Drawing,Sunday,11:30,"We all think we know what people look like, but the human form is a complex structure! Working with a clothed model, we will use line, shape, form, texture and perspective to draw what we see, not what we think we see.",https://www.greenbelt.org.uk/artists/sheena-cruse/?back=1
Shaeron Caton Rose,Wild Goose,Wild Goose Writers,Sunday,13:00,"Martin Wroe will chat with some of the poets, lyricists, dreamers from the Wild Goose Publications stable including Shaeron Caton Rose, Chris Polhill,  Rosie Miles and Nicola Slee.",https://www.greenbelt.org.uk/artists/shaeron-caton-rose-2/?back=1
Shadin Nassar,No Fly Zone,Solidarity Not Charity In The Age Of Nakba,Friday,20:00,"From the demos to the University encampments, young adults are leading the way in rethinking action for Palestine. Join a panel of young adult Christians as we dream about where this activism goes next.  With William Gibson from the Student Christian Movement, Georgia Mifsud from University of Amsterdam and Bella Cross from Christian Aid.",https://www.greenbelt.org.uk/artists/shadin-nassar/?back=1
Sew Far Sew Good,Make & Create,Dream Coats,Friday,15:30,"Try your hand at crafting a pre-loved garment into a dazzling dream coat, sewing a lavender scented mini pillow for a snoozy friend, or making a furry sleepy creatures. And express your wildest visions in a ‘Big Draw.’",https://www.greenbelt.org.uk/artists/sew-far-sew-good-2/?back=1
Sew Far Sew Good,Make & Create,Dream Coats,Saturday,15:30,"Try your hand at crafting a pre-loved garment into a dazzling dream coat, sewing a lavender scented mini pillow for a snoozy friend, or making a furry sleepy creatures. And express your wildest visions in a ‘Big Draw.’",https://www.greenbelt.org.uk/artists/sew-far-sew-good-2/?back=1
Sew Far Sew Good,Workshop,Dream Coats,Sunday,16:00,"Drop in and try your hand at crafting a pre-loved garment into a dazzling dream coat, sewing a lavender scented mini pillow, or express your wildest visions in a ‘Big Draw.",https://www.greenbelt.org.uk/artists/sew-far-sew-good-2/?back=1
Sekrit,Shelter,Sound Bath,Saturday,09:30,"Experience the immersive, rejuvenating frequencies of a Sound Bath, bringing you into a state of relaxation.  N.B It is best advised to not attend if you are less than 12 weeks pregnant, have a condition that is triggered by sound and/or have a serious mental condition. Please bring something comfortable to lay down on and a blanket as you receive the rich sounds and vibrations.",https://www.greenbelt.org.uk/artists/sekrit-2/?back=1
Seckou Keita – Homeland Band,Glade,Seckou Keita – Homeland Band,Friday,15:15,"Seckou makes the kora sing. Equally captivating solo or with his fine quintet, he’s collaborated with artists across jazz, pop, folk, classical and beyond, from Welsh harpist Catrin Finch to Cuban pianist Omar Sosa to Damon Albarn.",https://www.greenbelt.org.uk/artists/seckou-keita-homeland-band/?back=1
Sarah Edwards,No Fly Zone,Tax The Rich? Dream On!,Saturday,11:00,"In a time when there are billionaires, is taxing the rich just a pipe dream? Meet the global and UK campaigners dreaming of wealth taxes that deliver climate justice, better public services and equality for all.  With Mohamed Adow from Director at Power Shift Africa (joining remotely), Sarah Edwards from Just Money Movement and Jennifer Larbie from Christian Aid.",https://www.greenbelt.org.uk/artists/sarah-edwards/?back=1
Sarah Rowe,Hot House,Tread Lightly: Advice Hub,Friday,11:00,"Bring your questions to our green transport experts, who will share ways you can make changes in your own life and create change in your community. From school streets to flight-free holiday ideas, come and be inspired!  With Anna Williams, Sarah Rowe, Josh Grantham, Anna Hughes",https://www.greenbelt.org.uk/artists/sarah-rowe-2/?back=1
Sarah Rowe,Hot House,Tread Lightly: Campaign!,Saturday,11:00,"Better transport choice and nicer places: everyone can play their part in helping to shape the sustainable streets of the future and allowing nature and people to thrive. Our panel of experts will show you how.  With Wesley Wroe, Sarah Rowe, Josh Grantham, Dave Walker",https://www.greenbelt.org.uk/artists/sarah-rowe-2/?back=1
Sara and Gracie,Make & Create,Recycled Bead Making,Friday,16:00,Learn how to transform wrapping paper and other bits and bobs from the recycling box into wonderful beads. And take them home of course!,https://www.greenbelt.org.uk/artists/sara-and-gracie/?back=1
Sara and Gracie,Make & Create,Recycled Bead Making,Saturday,13:00,Learn how to transform wrapping paper and other bits and bobs from the recycling box into wonderful beads. And take them home of course!,https://www.greenbelt.org.uk/artists/sara-and-gracie/?back=1
Samsam Bubbleman,Playhouse,SamSam Bubbleman,Friday,10:00,"A magical and unique show for all ages, with high-energy, family-friendly music and combining incredible bubble tricks (square bubbles, fog-filled bubbles, the tiniest bubbles in the world, and many more) with comedy, audience interaction, and even people INSIDE giant bubbles. The show ends with a bubble party with giant bubbles the size of cars!",https://www.greenbelt.org.uk/artists/samsam-bubbleman/?back=1
Same Same But Different,Ta Dah!,Cirque Du Flim Flam Flea,Saturday,12:30,"A performance piece of ridiculous and wonderful nonsense. Based on the historical flea circuses that were in existence for 200 years up until the 1950s, this show has lots of flim-flam, but very few fleas!",https://www.greenbelt.org.uk/artists/same-same-but-different-2/?back=1
Same Same But Different,Ta Dah!,Murgatroyd’s Marvellous Mayhem,Saturday,16:15,"Join your two hosts, Mervin and Melamine Murgatroyd, for ad-hoc silly games, songs and stories. Stay a while, we'll make you smile!",https://www.greenbelt.org.uk/artists/same-same-but-different-2/?back=1
Same Same But Different,Ta Dah!,Late Night Village,Saturday,19:15,"With Murgatroyd's Marvellous Mayhem and their silly games, songs and stories.",https://www.greenbelt.org.uk/artists/same-same-but-different-2/?back=1
Same Same But Different,Ta Dah!,An Epic Indian Adventure,Sunday,12:00,"Spellbinding storytelling, live music and puppetry combine in this tale of Rama and Sita, from the Indian classic, the Ramayana. Full-size Rajasthani theatre marionettes are accompanied by traditional iIndian songs.",https://www.greenbelt.org.uk/artists/same-same-but-different-2/?back=1
Sam Redmore & the Topical Soundclash Allstars,Canopy,Sam Redmore & the Tropical Soundclash Allstars,Saturday,23:00,"Sam has evolved from club DJ to superstar remixer. Inspired by sounds from afrobeat to samba, he’s become a festival mainstay with his live band The Tropical Soundclash Allstars, which features a host of talent including singer Lumi HD.",https://www.greenbelt.org.uk/artists/sam-redmore-the-tropical-soundclash-allstars/?back=1
Sambambo,Village Hall,Open-Mic,Saturday,19:30,"Grass-roots talent abounds at Greenbelt. So the open mic is your chance to take the stage! Sing a song, recite a poem, limbo dance through your partner's legs, do a magic trick - all are welcome.   Register to perform on arrival with your host Sambambo and when your time comes, jump up and take it to the limit.",https://www.greenbelt.org.uk/artists/sambambo/?back=1
Sambambo,Canopy,Sambambo,Sunday,15:30,"Sam is a sax player and singer-songwriter heavily inspired by jazz and Black American Music. Her songs – sung in English, Spanish and Swahili – deal with deep themes of homelessness, poverty, abortion, grief, and bipolar disorder.",https://www.greenbelt.org.uk/artists/sambambo/?back=1
Sally Mann,Shelter,God as… Gig Economy Worker,Sunday,12:00,"Class and Jesus-shaped justice explored by Sally Mann, co-director of Red Letter Christians UK. Why it matters that Jesus is from Nazareth. How can we live to see class-based justice today?",https://www.greenbelt.org.uk/artists/sally-mann/?back=1
Sally Foster-Fulton,No Fly Zone,Church Reparations For Slavery? Dream on!,Friday,17:00,"In 2023/24 pilgrimages of church leaders in Jamaica and the UK met to advance conversations about reparations for the wrongs of slavery. Hear from these leaders as we explore how to face the past and forge a new future.  With Robert Beckford, Rt Rev Sally Foster-Fulton – the former Moderator of the General Assembly of the Church of Scotland, Dario Solano from Red Afros in Dominican Republic (joining remotely) and Lisa Adjei from Christian Aid",https://www.greenbelt.org.uk/artists/sally-foster-fulton/?back=1
Salaric Arts – Cuddly Science,Make & Create,Sewing Seeds,Friday,14:00,"Make seed bombs out of clay, craft with seed paper and even pot up your own fairy garden! All using reclaimed and recycled materials as well as native seed species and elements from a sustainably managed woodland.",https://www.greenbelt.org.uk/artists/salaric-arts-cuddly-science/?back=1
Salaric Arts – Cuddly Science,Make & Create,Paper Trees and Upcycled Bees,Saturday,10:00,"Make your own forest of paper twist trees, populated by creatures made from rubbish and repurposed scrap. Discover junk art with trash landscapes and so much more!",https://www.greenbelt.org.uk/artists/salaric-arts-cuddly-science/?back=1
Salaric Arts – Cuddly Science,Make & Create,Weather Station,Sunday,11:30,"Make your very own weather station with rain gauges, measure the strength of the wind, make upcycled wind socks and learn how to record the weather.",https://www.greenbelt.org.uk/artists/salaric-arts-cuddly-science/?back=1
Salix Arts,Arts Around Site,Willow Weaving,Friday,10:00,"Join Salix Arts to learn to weave willow, for adults and children (8+), making free dream catchers with willow hoops and wool, or willow bird feeders, snails and dragonflies (for which charges apply for materials).",https://www.greenbelt.org.uk/artists/salix-arts/?back=1
Salix Arts,Arts Around Site,Willow Weaving,Saturday,10:00,"Join Salix Arts to learn to weave willow, for adults and children (8+), making free dream catchers with willow hoops and wool, or willow bird feeders, snails and dragonflies (for which charges apply for materials).",https://www.greenbelt.org.uk/artists/salix-arts/?back=1
Salix Arts,Arts Around Site,Willow Weaving,Sunday,12:00,"Join Salix Arts to learn to weave willow, for adults and children (8+), making free dream catchers with willow hoops and wool, or willow bird feeders, snails and dragonflies (for which charges apply for materials).",https://www.greenbelt.org.uk/artists/salix-arts/?back=1
Saied Silbak,Canopy,Saied Silbak,Sunday,16:30,"Saied is a Palestinian composer and oud player born in Shafaa`mr, a city in the lower Galilee of occupied Palestine. Saied’s signature sound is a result of his artful ability to harmonise Arabic, Turkish, Indian, and classical Western styles.",https://www.greenbelt.org.uk/artists/saied-silbak/?back=1
Saied Silbak,No Fly Zone,Requiem: Remembering Gaza,Sunday,20:00,"Amos Trust presents Requiem. Through music, film and spoken word, we will reflect, we will mourn and we will stand in solidarity with Gaza.",https://www.greenbelt.org.uk/artists/saied-silbak/?back=1
Sabeel-Kairos,Wild Goose,Widening Circles for Peace,Saturday,11:30,"What does it mean to have faith and be committed to peace activism? With our friends Christian CND, Quakers in Britain, The Fellowship of Reconciliation and Sabeel Kairos, we’ll not be short of responses. A workshop for curiosity, action and solidarity.",https://www.greenbelt.org.uk/artists/sabeel-kairos/?back=1
Ruth Lyon,Canopy,Ruth Lyon,Friday,16:15,"Offbeat, sophisticated chamber pop and anti-folk with a raw, witty lyricism. Ruth’s songs meditate on power in fragility, and beauty in imperfection. An advocate for the disabled community, Ruth has been a wheelchair user since the age of 21.",https://www.greenbelt.org.uk/artists/ruth-lyon/?back=1
